OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Region Index,Product  Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue
SO - 000301,17-06-2018,05-07-2018,20,Wholesale,AUD,GUT930,90,2,11,2438.8,1219.4,26826.8
SO - 0001589,17-06-2018,21-06-2018,19,Wholesale,NZD,GUT930,48,2,12,5641.4,4343.88,67696.8
SO - 0002342,17-06-2018,22-06-2018,13,Distributor,NZD,GUT930,63,7,11,3685.0,1731.95,40535.0
SO - 0003039,17-06-2018,24-06-2018,9,Export,NZD,GUT930,22,11,5,1125.6,731.64,5628.0
SO - 0003087,17-06-2018,02-07-2018,30,Distributor,NZD,GUT930,26,5,8,1695.1,915.35,13560.8
SO - 0003261,17-06-2018,02-07-2018,48,Export,AUD,GUT930,96,11,9,1031.8,639.72,9286.2
SO - 0004762,17-06-2018,02-07-2018,14,Distributor,USD,GUT930,85,1,11,5065.2,2026.08,55717.2
SO - 0006545,17-06-2018,24-06-2018,14,Export,USD,GUT930,87,14,7,3939.6,2087.99,27577.2
SO - 0007247,17-06-2018,05-07-2018,44,Wholesale,NZD,GUT930,66,7,12,3852.5,2195.93,46230.0
SO - 000718,18-06-2018,27-06-2018,30,Wholesale,AUD,GUT930,96,5,6,3678.3,2059.85,22069.8
SO - 0001554,18-06-2018,25-06-2018,2,Wholesale,USD,GUT930,47,5,7,1125.6,495.26,7879.2
SO - 0003072,18-06-2018,02-07-2018,37,Distributor,AUD,GUT930,40,1,6,1721.9,1308.64,10331.4
SO - 0004102,18-06-2018,22-06-2018,34,Distributor,NZD,GUT930,16,3,7,1775.5,1242.85,12428.5
SO - 0004835,18-06-2018,28-06-2018,48,Distributor,AUD,GUT930,40,2,12,2418.7,1378.66,29024.4
SO - 0005771,18-06-2018,28-06-2018,37,Wholesale,GBP,GUT930,54,1,7,1092.1,589.73,7644.7
SO - 000397,19-06-2018,06-07-2018,13,Distributor,NZD,GUT930,21,13,5,1112.2,500.49,5561.0
SO - 0001399,19-06-2018,24-06-2018,3,Distributor,NZD,GUT930,89,6,12,857.6,557.44,10291.2
SO - 0002361,19-06-2018,24-06-2018,11,Wholesale,USD,GUT930,96,2,5,1279.7,1010.96,6398.5
SO - 0003006,19-06-2018,28-06-2018,17,Wholesale,NZD,GUT930,87,9,11,2472.3,1483.38,27195.3
SO - 0004346,19-06-2018,25-06-2018,9,Wholesale,GBP,GUT930,46,7,10,1273.0,509.2,12730.0
SO - 0005798,19-06-2018,04-07-2018,20,Wholesale,USD,GUT930,70,1,12,6110.4,3299.62,73324.8
SO - 0006132,19-06-2018,22-06-2018,10,Distributor,NZD,GUT930,13,5,9,1005.0,462.3,9045.0
SO - 0007883,19-06-2018,04-07-2018,44,Distributor,NZD,GUT930,77,13,5,3872.6,3020.63,19363.0
SO - 000427,20-06-2018,26-06-2018,44,Export,USD,GUT930,75,1,8,3859.2,2354.11,30873.6
SO - 0003172,20-06-2018,08-07-2018,41,Distributor,AUD,GUT930,7,7,5,2472.3,1211.43,12361.5
SO - 0003969,20-06-2018,25-06-2018,16,Wholesale,NZD,GUT930,57,2,8,884.4,601.39,7075.2
SO - 0004214,20-06-2018,03-07-2018,3,Distributor,USD,GUT930,10,5,11,3886.0,1554.4,42746.0
SO - 0004347,20-06-2018,27-06-2018,14,Export,USD,GUT930,11,13,7,1072.0,439.52,7504.0
SO - 0005038,20-06-2018,28-06-2018,13,Wholesale,USD,GUT930,21,9,10,1735.3,1145.3,17353.0
SO - 0005423,20-06-2018,01-07-2018,39,Wholesale,USD,GUT930,67,9,7,268.0,195.64,1876.0
SO - 0005569,20-06-2018,28-06-2018,12,Wholesale,USD,GUT930,48,2,12,2592.9,1166.81,31114.8
SO - 0005692,20-06-2018,02-07-2018,32,Wholesale,NZD,GUT930,20,11,5,3504.1,2417.83,17520.5
SO - 0006230,20-06-2018,01-07-2018,47,Wholesale,EUR,GUT930,50,1,11,2425.4,1770.54,26679.4
SO - 0006458,20-06-2018,01-07-2018,32,Wholesale,AUD,GUT930,38,5,11,1889.4,1265.9,20783.4
SO - 0006654,20-06-2018,04-07-2018,26,Distributor,GBP,GUT930,86,13,10,2827.4,2261.92,28274.0
SO - 0006699,20-06-2018,04-07-2018,8,Distributor,AUD,GUT930,74,7,8,1869.3,1383.28,14954.4
SO - 000919,21-06-2018,07-07-2018,3,Export,GBP,GUT930,9,1,5,261.3,117.59,1306.5
SO - 0002223,21-06-2018,25-06-2018,21,Distributor,AUD,GUT930,30,2,11,2840.8,1619.26,31248.8
SO - 0003202,21-06-2018,07-07-2018,31,Distributor,GBP,GUT930,28,1,9,5849.1,2632.1,52641.9
SO - 0004756,21-06-2018,05-07-2018,5,Distributor,USD,GUT930,20,6,10,5051.8,2020.72,50518.0
SO - 0005758,21-06-2018,27-06-2018,23,Wholesale,EUR,GUT930,81,2,11,5266.2,4212.96,57928.2
SO - 000609,22-06-2018,04-07-2018,4,Export,AUD,GUT930,100,5,6,2592.9,1711.31,15557.4
SO - 000931,22-06-2018,01-07-2018,21,Distributor,NZD,GUT930,83,11,5,1058.6,899.81,5293.0
SO - 0001212,22-06-2018,27-06-2018,22,Distributor,EUR,GUT930,83,2,7,3517.5,2673.3,24622.5
SO - 0001384,22-06-2018,26-06-2018,14,Wholesale,NZD,GUT930,32,9,11,1299.8,1039.84,14297.8
SO - 0001768,22-06-2018,04-07-2018,26,Export,NZD,GUT930,59,2,7,1085.4,911.74,7597.8
SO - 0001889,22-06-2018,04-07-2018,49,Distributor,NZD,GUT930,100,1,8,1098.8,747.18,8790.4
SO - 0002004,22-06-2018,25-06-2018,12,Wholesale,EUR,GUT930,77,7,8,917.9,596.64,7343.2
SO - 0002106,22-06-2018,05-07-2018,11,Wholesale,GBP,GUT930,46,2,12,2653.2,1804.18,31838.4
SO - 0004880,22-06-2018,02-07-2018,38,Distributor,USD,GUT930,57,7,7,2318.2,1460.47,16227.4
SO - 0001081,23-06-2018,01-07-2018,30,Distributor,USD,GUT930,12,1,12,1125.6,574.06,13507.2
SO - 0005405,24-06-2018,12-07-2018,30,Wholesale,NZD,GUT930,54,4,12,1949.7,1267.31,23396.4
SO - 0006630,24-06-2018,01-07-2018,49,Wholesale,USD,GUT930,95,7,11,3604.6,2198.81,39650.6
SO - 0006808,24-06-2018,11-07-2018,20,Wholesale,NZD,GUT930,86,7,8,3819.0,2978.82,30552.0
SO - 0006864,24-06-2018,02-07-2018,30,Wholesale,NZD,GUT930,17,1,6,3999.9,2519.94,23999.4
SO - 000190,25-06-2018,08-07-2018,38,Wholesale,NZD,GUT930,79,12,9,924.6,545.51,8321.4
SO - 0001203,25-06-2018,03-07-2018,10,Distributor,USD,GUT930,23,11,7,1058.6,571.64,7410.2
SO - 0003398,25-06-2018,09-07-2018,43,Distributor,NZD,GUT930,21,14,9,864.3,622.3,7778.7
SO - 0004409,25-06-2018,05-07-2018,37,Distributor,EUR,GUT930,79,7,10,3698.4,3069.67,36984.0
SO - 0004600,25-06-2018,03-07-2018,18,Wholesale,USD,GUT930,16,5,10,3979.8,2666.47,39798.0
SO - 0006509,25-06-2018,07-07-2018,11,Export,NZD,GUT930,63,7,6,783.9,572.25,4703.4
SO - 000385,26-06-2018,05-07-2018,12,Distributor,USD,GUT930,70,4,5,6539.2,3858.13,32696.0
SO - 0001105,26-06-2018,06-07-2018,22,Distributor,NZD,GUT930,54,7,5,3892.7,3308.8,19463.5
SO - 0002810,26-06-2018,08-07-2018,26,Export,AUD,GUT930,57,8,5,891.1,614.86,4455.5
SO - 0003616,26-06-2018,03-07-2018,31,Wholesale,EUR,GUT930,74,12,6,1051.9,462.84,6311.4
SO - 0003826,26-06-2018,07-07-2018,16,Wholesale,GBP,GUT930,60,11,5,897.8,619.48,4489.0
SO - 0003964,26-06-2018,30-06-2018,6,Wholesale,AUD,GUT930,39,5,8,3932.9,2792.36,31463.2
SO - 0004411,26-06-2018,11-07-2018,29,Wholesale,USD,GUT930,62,8,6,194.3,102.98,1165.8
SO - 0004567,26-06-2018,04-07-2018,12,Export,EUR,GUT930,7,9,11,3993.2,2276.12,43925.2
SO - 0006905,26-06-2018,03-07-2018,47,Distributor,AUD,GUT930,46,1,6,1996.6,938.4,11979.6
SO - 000509,27-06-2018,08-07-2018,9,Distributor,EUR,GUT930,53,5,10,241.2,154.37,2412.0
SO - 0001963,27-06-2018,09-07-2018,33,Wholesale,USD,GUT930,30,13,7,2003.3,1482.44,14023.1
SO - 0003128,27-06-2018,10-07-2018,1,Distributor,NZD,GUT930,93,1,10,991.6,664.37,9916.0
SO - 0004244,27-06-2018,30-06-2018,47,Wholesale,NZD,GUT930,40,1,11,750.4,555.3,8254.4
SO - 0006220,27-06-2018,07-07-2018,16,Wholesale,USD,GUT930,37,6,11,944.7,765.21,10391.7
SO - 0006704,27-06-2018,14-07-2018,50,Wholesale,NZD,GUT930,98,2,9,5085.3,3661.42,45767.7
SO - 0006889,27-06-2018,30-06-2018,9,Wholesale,USD,GUT930,57,7,9,2505.8,1077.49,22552.2
SO - 0001845,28-06-2018,11-07-2018,27,Wholesale,NZD,GUT930,75,9,10,1809.0,1139.67,18090.0
SO - 0003275,28-06-2018,04-07-2018,50,Wholesale,AUD,GUT930,79,7,10,998.3,499.15,9983.0
SO - 0006250,28-06-2018,03-07-2018,17,Wholesale,NZD,GUT930,56,9,5,1882.7,1299.06,9413.5
SO - 0006348,28-06-2018,01-07-2018,10,Wholesale,NZD,GUT930,56,2,11,3979.8,2427.68,43777.8
SO - 0007908,28-06-2018,15-07-2018,11,Distributor,USD,GUT930,81,3,8,268.0,174.2,2144.0
SO - 000211,29-06-2018,04-07-2018,40,Wholesale,USD,GUT930,67,13,9,2659.9,1675.74,23939.1
SO - 000887,29-06-2018,12-07-2018,16,Distributor,USD,GUT930,95,3,7,1681.7,1345.36,11771.9
SO - 000949,29-06-2018,05-07-2018,21,Distributor,NZD,GUT930,49,3,8,2974.8,2231.1,23798.4
SO - 0001169,29-06-2018,15-07-2018,1,Export,EUR,GUT930,98,7,10,2546.0,1782.2,25460.0
SO - 0002021,29-06-2018,04-07-2018,39,Distributor,NZD,GUT930,67,6,10,174.2,87.1,1742.0
SO - 0002605,29-06-2018,10-07-2018,47,Distributor,NZD,GUT930,80,1,9,247.9,153.7,2231.1
SO - 0004296,29-06-2018,14-07-2018,25,Wholesale,EUR,GUT930,75,1,8,1956.4,1408.61,15651.2
SO - 0005234,29-06-2018,04-07-2018,47,Distributor,USD,GUT930,4,9,5,3457.2,1486.6,17286.0
SO - 0006660,29-06-2018,02-07-2018,50,Wholesale,USD,GUT930,18,5,5,6083.6,2980.96,30418.0
SO - 0006876,29-06-2018,12-07-2018,29,Wholesale,AUD,GUT930,39,7,5,891.1,623.77,4455.5
SO - 0007684,29-06-2018,03-07-2018,33,Wholesale,AUD,GUT930,78,7,8,1011.7,526.08,8093.6
SO - 000737,30-06-2018,10-07-2018,33,Wholesale,NZD,GUT930,78,6,5,3718.5,2677.32,18592.5
SO - 0003778,30-06-2018,11-07-2018,14,Export,EUR,GUT930,70,2,11,5286.3,2537.42,58149.3
SO - 0004020,30-06-2018,07-07-2018,45,Wholesale,AUD,GUT930,89,13,7,1969.8,1654.63,13788.6
SO - 0004913,30-06-2018,03-07-2018,37,Export,GBP,GUT930,41,9,11,167.5,75.38,1842.5
SO - 0006401,30-06-2018,04-07-2018,35,Export,USD,GUT930,79,7,12,1078.7,776.66,12944.4
SO - 0006827,30-06-2018,14-07-2018,18,Wholesale,GBP,GUT930,24,10,8,2860.9,1773.76,22887.2
SO - 000600,1-07-2018,19-07-2018,31,Wholesale,EUR,GUT930,78,13,8,790.6,672.01,6324.8
SO - 0001391,1-07-2018,09-07-2018,27,Wholesale,GBP,GUT930,48,9,10,3912.8,1995.53,39128.0
SO - 0002141,1-07-2018,12-07-2018,50,Wholesale,NZD,GUT930,57,12,12,2532.6,1316.95,30391.2
SO - 0002862,1-07-2018,10-07-2018,32,Distributor,USD,GUT930,14,11,11,1058.6,645.75,11644.6
SO - 0003562,1-07-2018,16-07-2018,48,Distributor,EUR,GUT930,57,1,5,2351.7,1011.23,11758.5
SO - 0005372,1-07-2018,18-07-2018,46,Distributor,NZD,GUT930,79,3,8,1882.7,1355.54,15061.6
SO - 0005591,1-07-2018,13-07-2018,21,Wholesale,NZD,GUT930,82,13,7,1065.3,788.32,7457.1
SO - 0007585,1-07-2018,08-07-2018,33,Distributor,EUR,GUT930,12,2,6,971.5,777.2,5829.0
SO - 0007617,1-07-2018,18-07-2018,27,Distributor,EUR,GUT930,75,11,10,2519.2,1435.94,25192.0
SO - 0007963,1-07-2018,10-07-2018,10,Wholesale,NZD,GUT930,19,14,9,214.4,105.06,1929.6
SO - 000310,2-07-2018,05-07-2018,14,Export,USD,GUT930,4,7,12,1105.5,762.8,13266.0
SO - 000775,2-07-2018,06-07-2018,33,Export,USD,GUT930,45,12,8,1045.2,794.35,8361.6
SO - 0001781,2-07-2018,14-07-2018,20,Distributor,USD,GUT930,99,2,6,951.4,761.12,5708.4
SO - 0001929,2-07-2018,10-07-2018,29,Wholesale,USD,GUT930,99,2,11,2646.5,1879.02,29111.5
SO - 0004603,2-07-2018,18-07-2018,2,Wholesale,USD,GUT930,37,9,11,1943.0,1379.53,21373.0
SO - 0005246,2-07-2018,17-07-2018,15,Export,NZD,GUT930,57,2,12,904.5,443.21,10854.0
SO - 0006381,2-07-2018,11-07-2018,37,Wholesale,USD,GUT930,59,13,7,3102.1,1271.86,21714.7
SO - 0006457,2-07-2018,18-07-2018,13,Wholesale,USD,GUT930,59,5,8,3959.7,1663.07,31677.6
SO - 0006910,2-07-2018,09-07-2018,12,Wholesale,EUR,GUT930,63,11,12,1005.0,824.1,12060.0
SO - 000421,3-07-2018,07-07-2018,50,Distributor,USD,GUT930,78,3,12,2398.6,1894.89,28783.2
SO - 000668,3-07-2018,15-07-2018,25,Wholesale,EUR,GUT930,18,1,6,247.9,158.66,1487.4
SO - 0002860,3-07-2018,16-07-2018,31,Wholesale,NZD,GUT930,40,7,9,1005.0,402.0,9045.0
SO - 0004805,3-07-2018,17-07-2018,9,Distributor,USD,GUT930,71,7,6,5393.5,3937.26,32361.0
SO - 0006248,3-07-2018,16-07-2018,49,Wholesale,NZD,GUT930,30,3,11,1728.6,1175.45,19014.6
SO - 0006337,3-07-2018,21-07-2018,27,Wholesale,EUR,GUT930,69,9,5,268.0,160.8,1340.0
SO - 0006829,3-07-2018,09-07-2018,29,Distributor,GBP,GUT930,95,1,5,1835.8,972.97,9179.0
SO - 0007248,3-07-2018,10-07-2018,32,Distributor,USD,GUT930,6,13,12,214.4,120.06,2572.8
SO - 0001284,4-07-2018,11-07-2018,43,Distributor,NZD,GUT930,50,11,5,2673.3,1684.18,13366.5
SO - 0003420,4-07-2018,13-07-2018,44,Distributor,USD,GUT930,55,10,5,3993.2,2515.72,19966.0
SO - 0003947,4-07-2018,17-07-2018,18,Export,NZD,GUT930,28,10,5,1118.9,671.34,5594.5
SO - 0004212,4-07-2018,11-07-2018,38,Wholesale,NZD,GUT930,62,7,11,6391.8,3515.49,70309.8
SO - 0004564,4-07-2018,17-07-2018,43,Wholesale,USD,GUT930,44,13,11,1983.2,1348.58,21815.2
SO - 0005770,4-07-2018,15-07-2018,14,Export,EUR,GUT930,12,13,12,6378.4,3508.12,76540.8
SO - 0007435,4-07-2018,19-07-2018,39,Wholesale,NZD,GUT930,60,12,8,1118.9,839.18,8951.2
SO - 0004684,5-07-2018,22-07-2018,17,Wholesale,GBP,GUT930,81,2,12,1125.6,551.54,13507.2
SO - 0008032,5-07-2018,23-07-2018,38,Distributor,USD,GUT930,65,7,8,2311.5,1964.78,18492.0
SO - 000951,6-07-2018,13-07-2018,17,Export,NZD,GUT930,41,11,6,1051.9,641.66,6311.4
SO - 0001599,6-07-2018,10-07-2018,30,Export,NZD,GUT930,18,7,7,1065.3,862.89,7457.1
SO - 0001813,6-07-2018,15-07-2018,39,Distributor,AUD,GUT930,91,2,10,2646.5,1534.97,26465.0
SO - 0003077,6-07-2018,10-07-2018,30,Wholesale,NZD,GUT930,10,3,7,824.1,395.57,5768.7
SO - 0003638,6-07-2018,11-07-2018,23,Export,USD,GUT930,6,1,5,790.6,656.2,3953.0
SO - 0004868,6-07-2018,15-07-2018,33,Export,USD,GUT930,47,2,12,2264.6,1109.65,27175.2
SO - 0006942,6-07-2018,18-07-2018,34,Wholesale,USD,GUT930,61,9,8,864.3,630.94,6914.4
SO - 000191,7-07-2018,21-07-2018,21,Distributor,NZD,GUT930,52,5,10,3430.4,1989.63,34304.0
SO - 0002005,7-07-2018,13-07-2018,2,Wholesale,USD,GUT930,48,7,10,1922.9,846.08,19229.0
SO - 0002957,7-07-2018,22-07-2018,36,Distributor,USD,GUT930,50,14,7,1835.8,1248.34,12850.6
SO - 0004006,7-07-2018,20-07-2018,45,Distributor,NZD,GUT930,88,12,11,1715.2,943.36,18867.2
SO - 0004248,7-07-2018,18-07-2018,2,Distributor,GBP,GUT930,84,1,6,1085.4,705.51,6512.4
SO - 0004718,7-07-2018,25-07-2018,38,Wholesale,USD,GUT930,36,7,6,1252.9,1052.44,7517.4
SO - 0004775,7-07-2018,17-07-2018,27,Wholesale,USD,GUT930,55,11,11,911.2,774.52,10023.2
SO - 0005537,7-07-2018,19-07-2018,25,Wholesale,NZD,GUT930,99,10,5,3953.0,2095.09,19765.0
SO - 0006733,7-07-2018,18-07-2018,9,Distributor,NZD,GUT930,6,1,11,3075.3,1599.16,33828.3
SO - 0007689,7-07-2018,11-07-2018,35,Wholesale,AUD,GUT930,33,11,8,1112.2,478.25,8897.6
SO - 0007775,7-07-2018,23-07-2018,33,Distributor,NZD,GUT930,97,5,11,3229.4,1679.29,35523.4
SO - 0008054,7-07-2018,17-07-2018,7,Wholesale,AUD,GUT930,87,9,5,1266.3,810.43,6331.5
SO - 0001218,8-07-2018,26-07-2018,19,Distributor,USD,GUT930,17,11,8,1206.0,795.96,9648.0
SO - 0004482,8-07-2018,21-07-2018,50,Wholesale,USD,GUT930,98,11,5,743.7,572.65,3718.5
SO - 0004630,8-07-2018,13-07-2018,29,Distributor,NZD,GUT930,41,2,7,5386.8,3878.5,37707.6
SO - 0005013,8-07-2018,26-07-2018,20,Distributor,AUD,GUT930,71,2,7,1989.9,1492.43,13929.3
SO - 0005023,8-07-2018,13-07-2018,34,Wholesale,NZD,GUT930,46,2,7,3859.2,1891.01,27014.4
SO - 0007350,8-07-2018,23-07-2018,46,Distributor,USD,GUT930,96,13,10,2351.7,1128.82,23517.0
SO - 0007557,8-07-2018,22-07-2018,16,Wholesale,EUR,GUT930,14,11,5,1902.8,761.12,9514.0
SO - 0003313,9-07-2018,15-07-2018,7,Wholesale,NZD,GUT930,73,5,9,1051.9,462.84,9467.1
SO - 0003473,9-07-2018,17-07-2018,20,Wholesale,AUD,GUT930,3,5,10,2412.0,2026.08,24120.0
SO - 0004313,9-07-2018,16-07-2018,12,Wholesale,USD,GUT930,54,14,11,2599.6,1871.71,28595.6
SO - 0004717,9-07-2018,16-07-2018,43,Wholesale,AUD,GUT930,71,1,6,254.6,155.31,1527.6
SO - 0005090,9-07-2018,14-07-2018,7,Distributor,NZD,GUT930,32,2,12,227.8,159.46,2733.6
SO - 0005482,9-07-2018,23-07-2018,7,Wholesale,AUD,GUT930,58,13,10,6023.3,4517.48,60233.0
SO - 000582,10-07-2018,20-07-2018,17,Wholesale,USD,GUT930,24,2,9,5132.2,2771.39,46189.8
SO - 0001818,10-07-2018,19-07-2018,42,Wholesale,USD,GUT930,88,5,9,6224.3,4170.28,56018.7
SO - 0002275,10-07-2018,21-07-2018,14,Distributor,NZD,GUT930,32,3,12,3926.2,1806.05,47114.4
SO - 0002314,10-07-2018,18-07-2018,4,Wholesale,AUD,GUT930,36,8,5,6304.7,2774.07,31523.5
SO - 0004429,10-07-2018,24-07-2018,45,Distributor,EUR,GUT930,80,12,6,837.5,569.5,5025.0
SO - 0005669,10-07-2018,27-07-2018,35,Export,NZD,GUT930,68,7,9,227.8,145.79,2050.2
SO - 0005875,10-07-2018,18-07-2018,6,Wholesale,NZD,GUT930,62,1,5,2378.5,1902.8,11892.5
SO - 0006618,10-07-2018,15-07-2018,29,Wholesale,NZD,GUT930,51,11,7,2666.6,2079.95,18666.2
SO - 0007449,10-07-2018,22-07-2018,6,Distributor,NZD,GUT930,42,1,7,1909.5,801.99,13366.5
SO - 0007653,10-07-2018,24-07-2018,18,Export,NZD,GUT930,90,13,10,938.0,665.98,9380.0
SO - 000387,11-07-2018,25-07-2018,31,Wholesale,EUR,GUT930,1,11,5,938.0,572.18,4690.0
SO - 000443,11-07-2018,14-07-2018,12,Distributor,NZD,GUT930,52,1,6,964.8,781.49,5788.8
SO - 000972,11-07-2018,24-07-2018,8,Distributor,GBP,GUT930,16,13,7,1051.9,831.0,7363.3
SO - 0002080,11-07-2018,14-07-2018,41,Wholesale,NZD,GUT930,63,10,12,174.2,142.84,2090.4
SO - 0002871,11-07-2018,29-07-2018,9,Wholesale,NZD,GUT930,20,13,8,971.5,806.35,7772.0
SO - 0004834,11-07-2018,18-07-2018,50,Distributor,NZD,GUT930,3,2,6,1829.1,1188.92,10974.6
SO - 0007820,11-07-2018,21-07-2018,4,Wholesale,GBP,GUT930,68,1,7,837.5,544.38,5862.5
SO - 000403,12-07-2018,24-07-2018,14,Distributor,USD,GUT930,24,5,12,1085.4,792.34,13024.8
SO - 000630,12-07-2018,26-07-2018,40,Wholesale,AUD,GUT930,19,7,7,3879.3,2288.79,27155.1
SO - 0002171,12-07-2018,28-07-2018,6,Wholesale,USD,GUT930,82,2,6,2271.3,931.23,13627.8
SO - 0003522,12-07-2018,17-07-2018,29,Distributor,NZD,GUT930,15,9,12,3604.6,2270.9,43255.2
SO - 0005330,12-07-2018,18-07-2018,39,Distributor,NZD,GUT930,45,3,5,3852.5,1695.1,19262.5
SO - 0005358,12-07-2018,25-07-2018,38,Distributor,NZD,GUT930,87,1,10,1902.8,1046.54,19028.0
SO - 0005535,12-07-2018,19-07-2018,35,Wholesale,NZD,GUT930,11,7,8,1118.9,928.69,8951.2
SO - 0006044,12-07-2018,15-07-2018,21,Wholesale,NZD,GUT930,54,7,7,2298.1,1493.77,16086.7
SO - 0006064,12-07-2018,17-07-2018,2,Wholesale,USD,GUT930,76,11,10,3959.7,2930.18,39597.0
SO - 0006620,12-07-2018,19-07-2018,50,Distributor,USD,GUT930,79,1,6,1085.4,770.63,6512.4
SO - 0007031,12-07-2018,19-07-2018,13,Distributor,NZD,GUT930,5,1,9,3323.2,1927.46,29908.8
SO - 000781,13-07-2018,25-07-2018,22,Wholesale,NZD,GUT930,96,1,11,1145.7,744.71,12602.7
SO - 0002023,13-07-2018,16-07-2018,9,Distributor,USD,GUT930,10,11,8,3832.4,3180.89,30659.2
SO - 0002507,13-07-2018,31-07-2018,7,Wholesale,USD,GUT930,26,7,5,2345.0,1876.0,11725.0
SO - 0003489,13-07-2018,29-07-2018,17,Wholesale,GBP,GUT930,46,11,12,1159.1,846.14,13909.2
SO - 0004899,13-07-2018,31-07-2018,7,Wholesale,EUR,GUT930,45,11,12,877.7,465.18,10532.4
SO - 0005586,13-07-2018,20-07-2018,38,Wholesale,AUD,GUT930,66,7,6,268.0,209.04,1608.0
SO - 0006305,13-07-2018,30-07-2018,7,Wholesale,NZD,GUT930,71,2,8,2934.6,1643.38,23476.8
SO - 0004845,14-07-2018,17-07-2018,35,Distributor,USD,GUT930,92,7,10,1929.6,1370.02,19296.0
SO - 0006494,14-07-2018,21-07-2018,11,Wholesale,USD,GUT930,89,11,12,1762.1,757.7,21145.2
SO - 0006520,14-07-2018,28-07-2018,9,Wholesale,USD,GUT930,12,5,11,3088.7,1945.88,33975.7
SO - 0006626,14-07-2018,22-07-2018,10,Wholesale,USD,GUT930,23,6,8,2472.3,988.92,19778.4
SO - 0003088,15-07-2018,28-07-2018,42,Distributor,USD,GUT930,96,1,12,6445.4,2835.98,77344.8
SO - 0004971,15-07-2018,20-07-2018,13,Export,USD,GUT930,23,2,9,1802.3,1153.47,16220.7
SO - 0005676,15-07-2018,21-07-2018,8,Wholesale,NZD,GUT930,95,2,8,1018.4,682.33,8147.2
SO - 0005728,15-07-2018,25-07-2018,9,Distributor,USD,GUT930,41,5,5,871.0,444.21,4355.0
SO - 0006943,15-07-2018,02-08-2018,31,Wholesale,NZD,GUT930,63,3,5,2331.6,1095.85,11658.0
SO - 0007575,15-07-2018,19-07-2018,32,Wholesale,AUD,GUT930,92,1,12,2579.5,1212.37,30954.0
SO - 0001429,16-07-2018,25-07-2018,35,Distributor,NZD,GUT930,13,5,8,1179.2,978.74,9433.6
SO - 0003280,16-07-2018,26-07-2018,2,Wholesale,GBP,GUT930,41,6,9,6009.9,4026.63,54089.1
SO - 0003676,16-07-2018,03-08-2018,9,Export,USD,GUT930,21,9,5,3423.7,2191.17,17118.5
SO - 0003898,16-07-2018,01-08-2018,41,Wholesale,USD,GUT930,61,1,12,3825.7,1912.85,45908.4
SO - 0005003,16-07-2018,01-08-2018,11,Export,NZD,GUT930,99,13,6,3865.9,2396.86,23195.4
SO - 0007846,16-07-2018,21-07-2018,19,Distributor,NZD,GUT930,33,7,9,187.6,76.92,1688.4
SO - 000878,17-07-2018,27-07-2018,40,Wholesale,AUD,GUT930,29,9,9,3906.1,2148.36,35154.9
SO - 0001743,17-07-2018,04-08-2018,49,Wholesale,NZD,GUT930,13,10,10,2338.3,1660.19,23383.0
SO - 0001801,17-07-2018,29-07-2018,2,Distributor,EUR,GUT930,35,13,7,268.0,219.76,1876.0
SO - 0003034,17-07-2018,27-07-2018,28,Export,AUD,GUT930,71,7,9,3195.9,2588.68,28763.1
SO - 0003707,17-07-2018,21-07-2018,1,Export,EUR,GUT930,100,2,8,1072.0,536.0,8576.0
SO - 0006421,17-07-2018,04-08-2018,22,Wholesale,NZD,GUT930,68,2,7,1105.5,906.51,7738.5
SO - 0007113,17-07-2018,25-07-2018,43,Wholesale,GBP,GUT930,94,11,9,991.6,763.53,8924.4
SO - 0001441,18-07-2018,23-07-2018,9,Wholesale,NZD,GUT930,44,7,11,2720.2,1251.29,29922.2
SO - 0001808,18-07-2018,02-08-2018,17,Wholesale,AUD,GUT930,51,5,9,5467.2,2241.55,49204.8
SO - 0003478,18-07-2018,23-07-2018,24,Distributor,AUD,GUT930,27,11,6,1011.7,718.31,6070.2
SO - 0005236,18-07-2018,04-08-2018,39,Wholesale,NZD,GUT930,3,13,10,4006.6,3285.41,40066.0
SO - 0005957,18-07-2018,04-08-2018,37,Distributor,NZD,GUT930,79,5,6,3986.5,2710.82,23919.0
SO - 0007518,18-07-2018,27-07-2018,12,Wholesale,AUD,GUT930,83,2,11,254.6,157.85,2800.6
SO - 0007519,18-07-2018,26-07-2018,50,Wholesale,USD,GUT930,45,2,11,1929.6,1138.46,21225.6
SO - 000121,19-07-2018,05-08-2018,46,Export,NZD,GUT930,32,1,8,2278.0,1754.06,18224.0
SO - 000975,19-07-2018,23-07-2018,28,Export,GBP,GUT930,75,1,10,261.3,151.55,2613.0
SO - 0002621,19-07-2018,04-08-2018,12,Distributor,AUD,GUT930,82,7,6,978.2,665.18,5869.2
SO - 0004140,19-07-2018,29-07-2018,20,Wholesale,USD,GUT930,23,5,7,1125.6,821.69,7879.2
SO - 0005817,19-07-2018,24-07-2018,10,Wholesale,AUD,GUT930,5,1,12,3959.7,3167.76,47516.4
SO - 0006395,19-07-2018,02-08-2018,34,Wholesale,EUR,GUT930,59,4,10,5453.8,3544.97,54538.0
SO - 0007667,19-07-2018,04-08-2018,33,Wholesale,USD,GUT930,41,9,8,3711.8,2598.26,29694.4
